snt_id,sdr,sdr_i,si-snr,si-snr_i
input_pair,18.17718505859375,17.985137939453125,16.617460250854492,16.463979721069336
avg,18.17718505859375,17.985137939453125,16.617460250854492,16.463979721069336
std,0.0,0.0,0.0,0.0
