snt_id,sdr,sdr_i,si-snr,si-snr_i
input_pair,9.698648452758789,9.442622184753418,8.518112182617188,8.349597930908203
avg,9.698648452758789,9.442622184753418,8.518112182617188,8.349597930908203
std,0.0,0.0,0.0,0.0
