snt_id,sdr,sdr_i,si-snr,si-snr_i
input_pair,18.17715072631836,17.985103607177734,16.617460250854492,16.463979721069336
avg,18.17715072631836,17.985103607177734,16.617460250854492,16.463979721069336
std,0.0,0.0,0.0,0.0
