snt_id,sdr,sdr_i,si-snr,si-snr_i
121-127105-0012_6829-68771-0035.wav,5.738286018371582,5.602258682250977,4.628343105316162,4.634710311889648
121-127105-0013_260-123288-0009.wav,18.683330535888672,18.422168731689453,18.20321273803711,18.20870018005371
121-127105-0019_1284-1181-0017.wav,18.76874542236328,17.53153419494629,18.021427154541016,17.308242797851562
121-127105-0019_4446-2275-0029.wav,17.125513076782227,17.013633728027344,16.635053634643555,16.709327697753906
121-127105-0019_7176-88083-0026.wav,19.47455406188965,19.05327606201172,19.184616088867188,19.015134811401367
121-127105-0020_2830-3980-0039.wav,16.01871109008789,15.92995834350586,12.585150718688965,12.607474327087402
121-127105-0020_5683-32866-0030.wav,19.847644805908203,19.34315299987793,19.562358856201172,19.409555435180664
121-127105-0023_1580-141083-0021.wav,17.495155334472656,17.282215118408203,17.155378341674805,17.071556091308594
121-127105-0023_5142-33396-0058.wav,17.471744537353516,17.12778091430664,16.905784606933594,16.907161712646484
121-127105-0026_4446-2273-0033.wav,17.830421447753906,17.68988609313965,17.39594841003418,17.55295753479004
121-127105-0026_4446-2275-0029.wav,18.125228881835938,18.12881851196289,17.736995697021484,17.80059242248535
121-127105-0026_5683-32879-0020.wav,11.76408576965332,11.686894416809082,11.495494842529297,11.50805950164795
121-127105-0026_7127-75946-0017.wav,16.514114379882812,16.38177490234375,15.896705627441406,15.904865264892578
121-127105-0028_4507-16021-0025.wav,21.61117172241211,21.435117721557617,21.12216567993164,21.037443161010742
121-127105-0029_5142-33396-0065.wav,21.5377254486084,21.474342346191406,21.326093673706055,21.323902130126953
121-127105-0029_8455-210777-0048.wav,20.759029388427734,20.693679809570312,20.366443634033203,20.392187118530273
121-127105-0031_260-123288-0009.wav,19.58208656311035,19.63240623474121,19.111854553222656,19.29279327392578
121-127105-0031_5142-33396-0046.wav,17.909391403198242,17.821247100830078,17.460384368896484,17.52056884765625
121-127105-0032_7127-75947-0037.wav,15.673112869262695,15.576205253601074,15.345340728759766,15.392385482788086
121-127105-0034_2830-3980-0000.wav,19.15062141418457,18.943952560424805,18.721134185791016,18.697301864624023
121-127105-0035_1995-1826-0013.wav,20.40863800048828,20.26835823059082,20.176349639892578,20.135108947753906
121-127105-0035_2961-961-0004.wav,18.88409423828125,18.815980911254883,18.686676025390625,18.650516510009766
121-127105-0036_2961-960-0012.wav,21.412513732910156,21.31941032409668,21.05173110961914,21.112287521362305
121-127105-0036_5683-32865-0005.wav,19.467071533203125,19.26456642150879,18.878103256225586,18.918376922607422
1221-135766-0000_1580-141083-0013.wav,19.760517120361328,19.631921768188477,18.57183074951172,18.542110443115234
1221-135766-0002_121-127105-0005.wav,16.452733993530273,16.380735397338867,15.799205780029297,15.890263557434082
1221-135766-0003_1320-122617-0009.wav,21.461618423461914,21.399564743041992,21.146177291870117,21.143190383911133
1221-135766-0003_908-31957-0002.wav,19.531585693359375,19.35602569580078,19.019481658935547,19.028060913085938
1221-135766-0004_237-126133-0022.wav,20.766462326049805,20.704345703125,19.9285888671875,19.9696102142334
1221-135766-0004_5105-28240-0011.wav,19.166147232055664,19.079896926879883,18.4992733001709,18.497154235839844
1221-135766-0006_7176-92135-0040.wav,20.938594818115234,20.83437728881836,20.737388610839844,20.68242835998535
1221-135766-0007_121-121726-0005.wav,20.64472198486328,20.477882385253906,19.620410919189453,19.603614807128906
1221-135766-0008_7127-75946-0003.wav,19.728309631347656,19.47626304626465,18.765884399414062,18.637958526611328
1221-135766-0009_5142-33396-0058.wav,19.392852783203125,19.288793563842773,18.716842651367188,18.838489532470703
1221-135766-0012_6930-76324-0003.wav,17.645172119140625,17.459814071655273,16.623348236083984,16.570653915405273
1221-135766-0013_121-127105-0028.wav,16.362667083740234,16.316356658935547,14.63408088684082,14.833843231201172
1221-135766-0013_1284-1181-0013.wav,20.433795928955078,20.351085662841797,19.838939666748047,19.91593360900879
1221-135766-0014_3729-6852-0011.wav,19.90290641784668,19.595861434936523,19.448198318481445,19.285926818847656
1221-135766-0014_61-70968-0049.wav,17.502519607543945,17.14055824279785,16.06206512451172,15.890170097351074
1221-135766-0014_7127-75946-0004.wav,19.191925048828125,19.101675033569336,18.32943344116211,18.319169998168945
1221-135767-0001_7127-75947-0008.wav,20.067243576049805,19.715091705322266,19.610916137695312,19.475648880004883
1221-135767-0005_61-70970-0020.wav,16.644519805908203,16.531984329223633,14.685094833374023,14.701579093933105
1221-135767-0008_260-123286-0027.wav,19.61050796508789,19.33873748779297,18.62327003479004,18.64790916442871
1221-135767-0008_3570-5695-0015.wav,21.895809173583984,21.343481063842773,20.975730895996094,21.11852264404297
1221-135767-0008_5683-32865-0011.wav,21.434162139892578,21.2506103515625,20.51536750793457,20.593124389648438
1221-135767-0009_237-134500-0033.wav,18.719581604003906,18.34033203125,17.11614990234375,16.972129821777344
1221-135767-0010_1995-1837-0021.wav,23.854751586914062,23.692581176757812,23.509098052978516,23.479122161865234
1221-135767-0010_2830-3980-0039.wav,16.68259620666504,16.415449142456055,12.136069297790527,12.014020919799805
1221-135767-0013_5683-32865-0007.wav,18.073562622070312,17.87139129638672,17.109691619873047,17.077672958374023
1221-135767-0014_1089-134691-0023.wav,19.8841552734375,19.74069595336914,19.096981048583984,19.11347007751465
1221-135767-0014_2300-131720-0034.wav,21.224281311035156,21.107364654541016,20.8955020904541,20.884796142578125
1221-135767-0014_61-70968-0014.wav,17.477994918823242,17.3271484375,16.957839965820312,16.931203842163086
1221-135767-0014_672-122797-0074.wav,19.582035064697266,19.5272274017334,18.506309509277344,18.510398864746094
1221-135767-0016_4970-29093-0012.wav,18.489501953125,18.41660499572754,17.091686248779297,17.0701904296875
1221-135767-0020_61-70968-0009.wav,17.286157608032227,17.125831604003906,16.5977783203125,16.61394500732422
1221-135767-0022_7176-92135-0032.wav,21.466556549072266,21.28199005126953,21.019878387451172,21.068058013916016
1221-135767-0024_2094-142345-0028.wav,18.533466339111328,18.413572311401367,17.625438690185547,17.658205032348633
1221-135767-0024_8555-284449-0015.wav,23.33191680908203,23.211952209472656,23.01068878173828,22.978662490844727
1284-1180-0001_1580-141083-0003.wav,20.34433364868164,20.181926727294922,20.07742691040039,20.200397491455078
1284-1180-0002_61-70970-0009.wav,19.555973052978516,19.101537704467773,18.936630249023438,18.80596351623535
1284-1180-0002_7021-79759-0003.wav,21.0181884765625,20.962976455688477,20.47614288330078,20.718505859375
1284-1180-0003_237-134493-0014.wav,23.19725799560547,23.195859909057617,22.72146987915039,22.775672912597656
1284-1180-0004_8455-210777-0031.wav,18.596050262451172,18.41521453857422,18.20413589477539,18.243520736694336
1284-1180-0005_6829-68771-0000.wav,19.69546890258789,19.534086227416992,19.315013885498047,19.320999145507812
1284-1180-0006_121-127105-0022.wav,19.799091339111328,19.617828369140625,19.523435592651367,19.47646713256836
1284-1180-0006_1320-122612-0004.wav,22.36564826965332,22.335744857788086,21.907752990722656,21.95121192932129
1284-1180-0006_6829-68769-0002.wav,18.756481170654297,18.291006088256836,18.260517120361328,18.120349884033203
1284-1180-0007_2094-142345-0002.wav,21.98379898071289,21.89435577392578,21.480712890625,21.488014221191406
1284-1180-0007_260-123286-0015.wav,20.76629638671875,20.59944725036621,20.5250244140625,20.40911102294922
1284-1180-0008_2830-3980-0008.wav,13.6358642578125,13.30142879486084,12.57878589630127,12.51395034790039
1284-1180-0009_1580-141083-0045.wav,20.7578125,20.53959083557129,20.398956298828125,20.406330108642578
1284-1180-0009_2830-3980-0022.wav,15.253072738647461,15.147942543029785,11.573362350463867,11.857828140258789
1284-1180-0010_1580-141084-0008.wav,21.820295333862305,21.674455642700195,21.43625831604004,21.400211334228516
1284-1180-0010_4507-16021-0024.wav,21.69841766357422,21.471731185913086,21.221181869506836,21.216434478759766
1284-1180-0010_4992-41806-0003.wav,21.329681396484375,21.297863006591797,21.0574893951416,21.084781646728516
1284-1180-0011_3570-5695-0007.wav,21.77823257446289,21.60312271118164,21.254383087158203,21.339038848876953
1284-1180-0011_4446-2275-0043.wav,18.52077293395996,18.398080825805664,17.832321166992188,17.898828506469727
1284-1180-0012_5683-32866-0008.wav,22.552827835083008,22.507810592651367,21.82781219482422,21.87858772277832
1284-1180-0013_1089-134691-0006.wav,21.846115112304688,21.61408042907715,21.390968322753906,21.29985237121582
1284-1180-0014_1320-122612-0003.wav,22.972026824951172,22.805904388427734,22.19976043701172,22.234790802001953
1284-1180-0014_260-123440-0008.wav,19.4315185546875,19.194934844970703,19.050891876220703,18.961637496948242
1284-1180-0014_4077-13754-0002.wav,18.72869110107422,18.56441879272461,18.21378517150879,18.287914276123047
1284-1180-0014_6829-68769-0006.wav,21.0925235748291,20.98789405822754,20.64813995361328,20.659509658813477
1284-1180-0015_260-123288-0001.wav,22.230560302734375,22.153867721557617,21.80933952331543,21.78714370727539
1284-1180-0015_6829-68771-0023.wav,20.626197814941406,20.41819190979004,20.17507553100586,20.119911193847656
1284-1180-0017_1580-141084-0031.wav,21.763851165771484,21.778810501098633,21.488407135009766,21.612205505371094
1284-1180-0017_2094-142345-0001.wav,18.42561149597168,18.40433120727539,18.1529483795166,18.222314834594727
1284-1180-0017_7127-75947-0016.wav,20.172183990478516,20.052637100219727,19.896221160888672,19.873416900634766
1284-1180-0018_1320-122617-0019.wav,21.46319580078125,21.45990562438965,21.23126983642578,21.286163330078125
1284-1180-0018_4446-2275-0035.wav,19.771608352661133,19.395221710205078,19.297441482543945,19.412723541259766
1284-1180-0019_672-122797-0057.wav,17.981597900390625,17.655012130737305,17.43497657775879,17.30185317993164
1284-1180-0020_3570-5696-0005.wav,19.852005004882812,19.871929168701172,19.574459075927734,19.71390724182129
