snt_id,sdr,sdr_i,si-snr,si-snr_i
input_pair,18.177143096923828,17.985095977783203,16.617460250854492,16.463979721069336
avg,18.177143096923828,17.985095977783203,16.617460250854492,16.463979721069336
std,0.0,0.0,0.0,0.0
